ID_Venda;Data_Compra;Ano;Mes;Evento;Cidade;Estado;Regiao;Categoria_Evento;Publico_Alvo;Canal_Aquisicao;Tipo_Ingresso;Forma_Pagamento;Status_Venda;Genero_Cliente;Idade_Cliente;Preco_Ingresso_BRL;Quantidade;Valor_Bruto_BRL;Desconto_BRL;Receita_Liquida_BRL;Custo_Evento_BRL;Curtidas_Campanha;Compartilhamentos_Campanha;Novos_Seguidores;Satisfacao;Sentimento_Publico
42108;2026-01-04;2026;1;Festival K-pop;Belo Horizonte;MG;Sudeste;E-sports;Adulto;Instagram;VIP;Boleto;Check-in realizado;Feminino;32;224,68;5;1123,40;56,17;1067,23;707,21;3539;177;92;7;Negativo
42109;2025-12-19;2025;12;Brasil Game Show;São Paulo;SP;Sudeste;Cultura Geek;Adolescente;Instagram;Pista;Cartão Débito;Confirmado;Masculino;14;108,44;1;108,44;0,00;108,44;66,96;1601;280;77;5;Muito positivo
42110;2025-10-18;2025;10;Encontro Cosplay;Manaus;AM;Norte;Anime;Jovem adulto;TikTok;Online;Pix;Reembolsado;Masculino;28;63,01;1;63,01;0,00;0,00;15,94;322;47;27;5;Neutro
42111;2026-03-27;2026;3;CCXP;Fortaleza;CE;Nordeste;Cultura Geek;Adolescente;TikTok;VIP;Pix;Confirmado;Masculino;23;418,98;2;837,96;125,69;712,27;387,01;8243;738;325;10;Muito positivo
42112;2025-02-05;2025;2;Lançamento Indie;Salvador;BA;Nordeste;Games;Jovem adulto;Google;Pista;Pix;Confirmado;Feminino;40;135,43;1;135,43;0,00;135,43;68,70;199;47;12;6;Positivo
42113;2026-02-27;2026;2;Campus Party;Rio de Janeiro;RJ;Sudeste;Games;Jovem adulto;Google;Pista;Carteira Digital;Confirmado;Masculino;44;144,01;3;432,04;0,00;432,04;308,47;137;9;4;2;Neutro
42114;2025-10-06;2025;10;Encontro Cosplay;Fortaleza;CE;Nordeste;Tecnologia;Família;TikTok;Camarote;Cartão Crédito;Confirmado;Feminino;48;263,16;2;526,33;26,32;500,01;300,84;3589;942;181;9;Positivo
42115;2025-10-10;2025;10;Torneio E-sports;Manaus;AM;Norte;Games;Família;TikTok;VIP;Pix;Check-in realizado;Feminino;21;266,26;1;266,26;26,63;239,63;103,79;1875;393;84;7;Muito positivo
42116;2026-03-25;2026;3;Brasil Game Show;Rio de Janeiro;RJ;Sudeste;Games;Família;TikTok;VIP;Cartão Crédito;Confirmado;Masculino;54;555,68;2;1111,36;55,57;1055,79;623,08;934;116;84;7;Positivo
42117;2025-08-01;2025;8;Campus Party;Manaus;AM;Norte;E-sports;Creator/Influencer;Google;Pista;Boleto;Confirmado;Masculino;29;91,50;2;183,00;0,00;183,00;123,15;138;8;4;6;Positivo
42118;2025-01-02;2025;1;CCXP;Porto Alegre;RS;Sul;Games;Adulto;Instagram;Pista;Cartão Crédito;Confirmado;Masculino;18;152,44;1;152,44;7,62;144,82;88,31;4686;432;108;1;Negativo
42119;2026-01-05;2026;1;Campus Party;Brasília;DF;Centro-Oeste;Anime;Adulto;Twitch;Camarote;Cartão Crédito;Confirmado;Feminino;15;561,26;1;561,26;84,19;477,07;302,22;454;86;34;9;Muito positivo
42120;2025-04-24;2025;4;Lançamento Indie;Recife;PE;Nordeste;Quadrinhos;Jovem adulto;Google;VIP;Cartão Crédito;Check-in realizado;Não informado;49;346,12;1;346,12;0,00;346,12;212,35;625;135;45;9;Positivo
42121;2026-03-03;2026;3;Festival K-pop;Porto Alegre;RS;Sul;Tecnologia;Jovem adulto;Indicação;Camarote;Carteira Digital;Confirmado;Masculino;47;479,86;2;959,72;0,00;959,72;347,06;436;55;22;10;Positivo
42122;2026-02-17;2026;2;Anime Friends;Fortaleza;CE;Nordeste;Anime;Família;TikTok;Pista;Pix;Cancelado;Não informado;22;95,31;2;190,62;9,53;0,00;45,10;2235;495;239;2;Negativo
42123;2026-04-30;2026;4;Torneio E-sports;Goiânia;GO;Centro-Oeste;E-sports;Adulto;TikTok;VIP;Cartão Crédito;Confirmado;Masculino;49;337,95;1;337,95;16,90;321,05;240,43;509;39;32;7;Neutro
42124;2025-02-09;2025;2;Feira Geek Local;Belo Horizonte;MG;Sudeste;K-pop;Jovem adulto;TikTok;Online;Pix;Confirmado;Masculino;54;62,05;2;124,11;6,21;117,90;41,30;914;78;59;5;Positivo
42125;2025-07-27;2025;7;Torneio E-sports;Goiânia;GO;Centro-Oeste;Anime;Jovem adulto;Twitch;Camarote;Cartão Crédito;Confirmado;Feminino;44;525,79;2;1051,57;0,00;1051,57;542,98;196;52;28;9;Muito positivo
42126;2025-02-09;2025;2;Brasil Game Show;Brasília;DF;Centro-Oeste;Quadrinhos;Jovem adulto;Email Marketing;VIP;Pix;Confirmado;Feminino;46;587,57;1;587,57;88,14;499,43;383,77;180;47;15;7;Positivo
42127;2025-08-11;2025;8;Brasil Game Show;Belém;PA;Norte;Cosplay;Família;TikTok;Camarote;Cartão Crédito;Confirmado;Feminino;32;669,74;2;1339,48;200,92;1138,56;465,50;3146;723;247;7;Neutro
42128;2026-03-10;2026;3;CCXP;Salvador;BA;Nordeste;Cultura Geek;Adolescente;Twitch;VIP;Cartão Crédito;Reembolsado;Feminino;43;481,03;2;962,06;0,00;0,00;220,19;259;61;20;1;Neutro
42129;2025-04-03;2025;4;Campus Party;Brasília;DF;Centro-Oeste;K-pop;Adulto;TikTok;VIP;Pix;Confirmado;Masculino;18;355,71;1;355,71;0,00;355,71;194,08;1691;232;126;6;Muito positivo
42130;2025-10-08;2025;10;Feira Geek Local;Goiânia;GO;Centro-Oeste;K-pop;Jovem adulto;Google;Pista;Cartão Crédito;Confirmado;Masculino;14;94,76;5;473,81;23,69;450,12;179,80;606;47;32;9;Muito positivo
42131;2026-03-18;2026;3;Brasil Game Show;Goiânia;GO;Centro-Oeste;E-sports;Adolescente;Indicação;VIP;Cartão Débito;Check-in realizado;Masculino;18;451,75;1;451,75;45,18;406,57;212,89;130;34;7;10;Positivo
42132;2025-04-14;2025;4;Campus Party;Belém;PA;Norte;Games;Adolescente;YouTube;VIP;Pix;Confirmado;Feminino;22;183,31;1;183,31;0,00;183,31;65,72;773;32;66;6;Muito positivo
42133;2025-11-08;2025;11;Encontro Cosplay;Florianópolis;SC;Sul;K-pop;Adolescente;Instagram;Online;Pix;Check-in realizado;Masculino;38;41,10;5;205,49;0,00;205,49;120,27;1410;115;100;10;Muito positivo
42134;2026-03-21;2026;3;Brasil Game Show;Belo Horizonte;MG;Sudeste;Games;Creator/Influencer;TikTok;Camarote;Cartão Crédito;Check-in realizado;Feminino;15;549,30;1;549,30;0,00;549,30;177,86;842;45;70;6;Neutro
42135;2025-04-02;2025;4;Torneio E-sports;Belo Horizonte;MG;Sudeste;Cultura Geek;Adulto;TikTok;Pista;Pix;Confirmado;Feminino;24;132,10;2;264,20;0,00;264,20;85,08;2357;560;231;9;Muito positivo
42136;2025-06-18;2025;6;Lançamento Indie;Rio de Janeiro;RJ;Sudeste;Cosplay;Adolescente;Indicação;VIP;Pix;Confirmado;Feminino;28;319,85;3;959,54;47,98;911,56;477,30;104;14;7;10;Muito positivo
42137;2025-05-28;2025;5;Feira Geek Local;Campinas;SP;Sudeste;Games;Jovem adulto;YouTube;Pista;Boleto;Confirmado;Feminino;52;81,94;2;163,87;0,00;163,87;87,57;409;81;21;8;Positivo
42138;2026-01-08;2026;1;Encontro Cosplay;Goiânia;GO;Centro-Oeste;Tecnologia;Jovem adulto;Indicação;Meet & Greet;Pix;Check-in realizado;Masculino;42;509,83;2;1019,67;0,00;1019,67;578,20;173;28;13;6;Muito positivo
42139;2025-03-18;2025;3;Torneio E-sports;Recife;PE;Nordeste;E-sports;Adulto;Instagram;VIP;Cartão Crédito;Confirmado;Feminino;41;406,26;1;406,26;20,31;385,95;217,69;1582;64;77;8;Positivo
42140;2025-06-22;2025;6;Torneio E-sports;Curitiba;PR;Sul;Cosplay;Jovem adulto;Twitch;Pista;Pix;Check-in realizado;Masculino;38;65,70;1;65,70;0,00;65,70;33,27;348;74;25;3;Negativo
42141;2025-06-29;2025;6;Brasil Game Show;Salvador;BA;Nordeste;E-sports;Família;Instagram;Pista;Pix;Confirmado;Feminino;48;72,26;1;72,26;0,00;72,26;29,82;819;207;41;4;Negativo
42142;2026-04-06;2026;4;Feira Geek Local;Fortaleza;CE;Nordeste;E-sports;Adulto;Twitch;VIP;Pix;Reembolsado;Feminino;22;167,23;3;501,68;0,00;0,00;108,07;357;23;12;4;Negativo
42143;2025-11-17;2025;11;Brasil Game Show;Indaiatuba;SP;Sudeste;Tecnologia;Adulto;YouTube;Online;Pix;Check-in realizado;Feminino;42;92,90;4;371,59;55,74;315,85;166,68;3415;237;54;8;Positivo
42144;2025-11-11;2025;11;Lançamento Indie;Florianópolis;SC;Sul;Cosplay;Família;Instagram;Pista;Cartão Crédito;Cancelado;Feminino;50;65,51;1;65,51;0,00;0,00;16,63;276;62;14;5;Neutro
42145;2025-06-25;2025;6;Lançamento Indie;Belém;PA;Norte;Cultura Geek;Adulto;Email Marketing;Pista;Pix;Confirmado;Feminino;38;68,75;4;275,00;0,00;275,00;141,31;376;92;50;8;Positivo
42146;2026-03-28;2026;3;Encontro Cosplay;Brasília;DF;Centro-Oeste;Cosplay;Jovem adulto;YouTube;Pista;Pix;Confirmado;Masculino;53;108,23;2;216,47;0,00;216,47;83,77;281;13;11;5;Muito positivo
42147;2025-09-04;2025;9;Torneio E-sports;Salvador;BA;Nordeste;Cultura Geek;Adulto;Indicação;Pista;Cartão Débito;Confirmado;Não informado;39;79,39;2;158,77;0,00;158,77;75,24;30;7;2;2;Negativo
42148;2025-05-10;2025;5;Torneio E-sports;Belém;PA;Norte;E-sports;Adulto;TikTok;Pista;Pix;Confirmado;Feminino;26;74,73;1;74,73;7,47;67,26;32,48;1028;56;52;9;Muito positivo
42149;2025-02-11;2025;2;Anime Friends;São Paulo;SP;Sudeste;Cultura Geek;Adulto;Indicação;Pista;Cartão Crédito;Check-in realizado;Feminino;51;195,41;1;195,41;0,00;195,41;104,14;54;8;4;2;Negativo
42150;2025-09-03;2025;9;Lançamento Indie;Salvador;BA;Nordeste;Games;Família;Instagram;VIP;Carteira Digital;Reembolsado;Não informado;47;364,54;1;364,54;0,00;0,00;75,04;1999;500;135;1;Neutro
42151;2026-02-09;2026;2;Campus Party;Goiânia;GO;Centro-Oeste;Cosplay;Jovem adulto;Twitch;Pista;Pix;Confirmado;Feminino;53;79,51;1;79,51;0,00;79,51;46,63;439;65;27;2;Negativo
42152;2025-09-15;2025;9;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;K-pop;Adolescente;TikTok;VIP;Cartão Crédito;Confirmado;Masculino;48;222,97;5;1114,85;0,00;1114,85;764,95;988;222;73;9;Positivo
42153;2026-03-11;2026;3;Campus Party;Curitiba;PR;Sul;Anime;Jovem adulto;TikTok;Pista;Pix;Confirmado;Feminino;53;68,03;1;68,03;0,00;68,03;25,61;1814;201;178;2;Negativo
42154;2025-08-27;2025;8;CCXP;Rio de Janeiro;RJ;Sudeste;Cultura Geek;Jovem adulto;YouTube;VIP;Cartão Crédito;Confirmado;Masculino;21;471,00;1;471,00;141,30;329,70;176,87;805;92;58;9;Positivo
42155;2026-03-30;2026;3;Torneio E-sports;Belém;PA;Norte;E-sports;Adulto;Instagram;VIP;Pix;Check-in realizado;Feminino;21;290,44;1;290,44;0,00;290,44;95,03;429;88;36;6;Neutro
42156;2025-07-26;2025;7;Anime Friends;Rio de Janeiro;RJ;Sudeste;E-sports;Família;Email Marketing;Online;Cartão Débito;Check-in realizado;Feminino;34;26,07;2;52,14;2,61;49,53;17,70;52;13;4;4;Negativo
42157;2026-04-12;2026;4;Feira Geek Local;Goiânia;GO;Centro-Oeste;Cultura Geek;Adulto;Indicação;Pista;Cartão Débito;Confirmado;Feminino;47;102,58;4;410,32;41,03;369,29;234,87;57;2;2;1;Negativo
42158;2025-04-18;2025;4;Festival K-pop;Rio de Janeiro;RJ;Sudeste;E-sports;Adulto;Instagram;Pista;Cartão Débito;Check-in realizado;Masculino;41;78,08;2;156,16;46,85;109,31;66,37;483;31;14;8;Positivo
42159;2025-11-28;2025;11;Brasil Game Show;Campinas;SP;Sudeste;Games;Adolescente;Twitch;VIP;Pix;Confirmado;Masculino;20;523,21;1;523,21;0,00;523,21;301,90;725;111;49;8;Muito positivo
42160;2025-05-20;2025;5;Maratona Streamer;Salvador;BA;Nordeste;Games;Adulto;TikTok;VIP;Carteira Digital;Reembolsado;Masculino;30;376,93;2;753,87;0,00;0,00;114,53;1284;320;109;4;Negativo
42161;2025-08-27;2025;8;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;Quadrinhos;Creator/Influencer;Indicação;VIP;Cartão Crédito;Confirmado;Masculino;22;301,42;4;1205,67;180,85;1024,82;850,74;107;25;8;9;Muito positivo
42162;2025-04-01;2025;4;Brasil Game Show;Florianópolis;SC;Sul;Quadrinhos;Adulto;Instagram;Camarote;Pix;Reembolsado;Masculino;15;428,17;1;428,17;21,41;0,00;90,32;393;74;17;5;Positivo
42163;2026-01-08;2026;1;Encontro Cosplay;Indaiatuba;SP;Sudeste;Anime;Adulto;Google;VIP;Pix;Check-in realizado;Masculino;15;183,72;2;367,44;0,00;367,44;140,15;146;13;3;9;Muito positivo
42164;2026-02-10;2026;2;Festival K-pop;Porto Alegre;RS;Sul;K-pop;Adolescente;Indicação;Pista;Cartão Crédito;Confirmado;Feminino;17;137,27;2;274,53;27,45;247,08;166,30;138;8;7;10;Muito positivo
42165;2025-07-14;2025;7;Brasil Game Show;Porto Alegre;RS;Sul;K-pop;Adulto;Indicação;Pista;Pix;Confirmado;Feminino;41;162,81;1;162,81;8,14;154,67;109,97;380;93;31;9;Muito positivo
42166;2026-04-30;2026;4;Maratona Streamer;Manaus;AM;Norte;Cosplay;Família;Twitch;Pista;Cartão Crédito;Check-in realizado;Feminino;21;112,43;2;224,85;44,97;179,88;161,53;274;17;25;5;Muito positivo
42167;2025-07-08;2025;7;CCXP;Recife;PE;Nordeste;K-pop;Família;Indicação;VIP;Carteira Digital;Confirmado;Não informado;42;285,92;2;571,85;28,59;543,26;200,79;92;9;8;8;Positivo
42168;2025-02-14;2025;2;Maratona Streamer;Fortaleza;CE;Nordeste;Games;Adulto;YouTube;Pista;Cartão Crédito;Confirmado;Masculino;14;61,45;4;245,80;36,87;208,93;123,78;1304;229;108;9;Muito positivo
42169;2025-03-22;2025;3;Campus Party;Brasília;DF;Centro-Oeste;K-pop;Creator/Influencer;Instagram;VIP;Cartão Débito;Confirmado;Masculino;33;368,85;1;368,85;0,00;368,85;202,62;1021;232;118;9;Positivo
42170;2025-05-24;2025;5;Lançamento Indie;Recife;PE;Nordeste;E-sports;Adolescente;Google;VIP;Pix;Check-in realizado;Feminino;34;371,82;1;371,82;55,77;316,05;123,72;315;36;22;6;Muito positivo
42171;2025-10-24;2025;10;Feira Geek Local;Goiânia;GO;Centro-Oeste;Cosplay;Adulto;TikTok;Pista;Carteira Digital;Confirmado;Masculino;33;69,98;5;349,92;17,50;332,42;198,84;1151;176;66;10;Positivo
42172;2026-04-11;2026;4;Maratona Streamer;Porto Alegre;RS;Sul;Games;Família;TikTok;VIP;Pix;Check-in realizado;Feminino;50;404,58;1;404,58;0,00;404,58;215,23;1678;300;81;10;Muito positivo
42173;2025-09-13;2025;9;Maratona Streamer;Belo Horizonte;MG;Sudeste;Games;Adulto;YouTube;VIP;Cartão Crédito;Confirmado;Masculino;52;205,67;4;822,70;41,14;781,56;331,68;1903;213;69;8;Positivo
42174;2026-02-07;2026;2;Brasil Game Show;Brasília;DF;Centro-Oeste;E-sports;Adolescente;Instagram;Pista;Pix;Check-in realizado;Masculino;51;204,58;2;409,16;40,92;368,24;223,98;1362;67;92;7;Muito positivo
42175;2026-02-08;2026;2;Brasil Game Show;Brasília;DF;Centro-Oeste;Anime;Jovem adulto;Instagram;Pista;Boleto;Confirmado;Feminino;26;199,22;1;199,22;9,96;189,26;75,34;262;54;22;10;Muito positivo
42176;2025-09-23;2025;9;Maratona Streamer;Belém;PA;Norte;Anime;Família;Twitch;Pista;Cartão Crédito;Confirmado;Masculino;31;125,60;1;125,60;18,84;106,76;82,50;1889;392;137;1;Neutro
42177;2026-01-20;2026;1;Torneio E-sports;São Paulo;SP;Sudeste;E-sports;Jovem adulto;TikTok;Online;Pix;Confirmado;Masculino;47;30,03;1;30,03;1,50;28,53;10,38;15156;3460;1684;1;Negativo
42178;2025-08-28;2025;8;Maratona Streamer;Salvador;BA;Nordeste;E-sports;Família;Email Marketing;Online;Cartão Crédito;Confirmado;Feminino;26;51,67;1;51,67;2,58;49,09;25,63;40;5;3;9;Muito positivo
42179;2025-12-27;2025;12;Lançamento Indie;Porto Alegre;RS;Sul;K-pop;Adulto;TikTok;VIP;Cartão Crédito;Confirmado;Feminino;47;417,07;2;834,15;0,00;834,15;567,56;1414;145;129;6;Neutro
42180;2025-11-17;2025;11;CCXP;Recife;PE;Nordeste;Cosplay;Família;Instagram;Camarote;Pix;Check-in realizado;Feminino;24;504,18;2;1008,37;50,42;957,95;585,58;1072;284;98;9;Muito positivo
42181;2026-01-10;2026;1;Campus Party;Belo Horizonte;MG;Sudeste;Tecnologia;Adulto;Google;VIP;Boleto;Check-in realizado;Não informado;34;172,24;2;344,48;51,67;292,81;135,81;289;33;26;7;Muito positivo
42182;2025-06-29;2025;6;Festival K-pop;Recife;PE;Nordeste;Cosplay;Jovem adulto;Indicação;VIP;Pix;Check-in realizado;Masculino;49;346,07;1;346,07;69,21;276,86;129,92;190;52;18;6;Positivo
42183;2026-01-11;2026;1;Anime Friends;Brasília;DF;Centro-Oeste;Tecnologia;Creator/Influencer;TikTok;Pista;Cartão Crédito;Check-in realizado;Feminino;41;77,92;2;155,83;0,00;155,83;111,43;606;142;48;2;Neutro
42184;2025-04-05;2025;4;Anime Friends;Goiânia;GO;Centro-Oeste;Tecnologia;Adulto;Indicação;VIP;Cartão Crédito;Confirmado;Feminino;29;305,89;1;305,89;45,88;260,01;173,99;123;7;7;8;Neutro
42185;2025-11-18;2025;11;Maratona Streamer;Brasília;DF;Centro-Oeste;K-pop;Adulto;Twitch;Pista;Cartão Crédito;Check-in realizado;Masculino;14;65,16;1;65,16;3,26;61,90;40,67;141;29;10;10;Muito positivo
42186;2025-03-14;2025;3;Torneio E-sports;Porto Alegre;RS;Sul;E-sports;Jovem adulto;TikTok;Pista;Cartão Crédito;Confirmado;Feminino;30;127,15;4;508,60;0,00;508,60;298,27;1123;97;37;3;Negativo
42187;2025-08-17;2025;8;Maratona Streamer;Brasília;DF;Centro-Oeste;Cultura Geek;Jovem adulto;YouTube;Camarote;Pix;Confirmado;Feminino;16;338,08;2;676,17;101,43;574,74;241,61;1353;293;118;9;Muito positivo
42188;2025-05-13;2025;5;CCXP;Rio de Janeiro;RJ;Sudeste;Tecnologia;Adulto;Indicação;VIP;Pix;Check-in realizado;Masculino;44;443,06;2;886,12;0,00;886,12;357,62;197;16;14;7;Muito positivo
42189;2025-10-27;2025;10;Campus Party;Indaiatuba;SP;Sudeste;Cosplay;Adolescente;Instagram;VIP;Cartão Crédito;Check-in realizado;Feminino;17;330,53;1;330,53;66,11;264,42;155,58;497;62;19;10;Positivo
42190;2025-02-05;2025;2;Festival K-pop;São Paulo;SP;Sudeste;Games;Jovem adulto;TikTok;Pista;Pix;Confirmado;Masculino;53;99,83;1;99,83;14,97;84,86;69,75;1957;172;42;7;Muito positivo
42191;2025-09-16;2025;9;Lançamento Indie;Recife;PE;Nordeste;E-sports;Jovem adulto;YouTube;Pista;Cartão Crédito;Check-in realizado;Masculino;32;72,72;2;145,45;14,54;130,91;54,85;901;178;30;8;Neutro
42192;2025-01-25;2025;1;Festival K-pop;Recife;PE;Nordeste;Quadrinhos;Jovem adulto;Twitch;Pista;Cartão Débito;Confirmado;Feminino;13;119,58;1;119,58;11,96;107,62;66,78;272;51;25;8;Positivo
42193;2025-08-11;2025;8;Feira Geek Local;Rio de Janeiro;RJ;Sudeste;K-pop;Família;Instagram;Pista;Cartão Crédito;Confirmado;Feminino;47;52,73;3;158,20;7,91;150,29;88,95;591;90;28;3;Neutro
42194;2025-12-28;2025;12;Feira Geek Local;Curitiba;PR;Sul;E-sports;Adulto;Instagram;VIP;Pix;Check-in realizado;Feminino;36;203,08;2;406,16;60,92;345,24;213,58;1027;103;73;7;Neutro
42195;2026-02-15;2026;2;Campus Party;Florianópolis;SC;Sul;Cultura Geek;Família;Indicação;Meet & Greet;Boleto;Confirmado;Masculino;14;432,98;1;432,98;0,00;432,98;222,56;275;47;25;7;Positivo
42196;2025-05-06;2025;5;Maratona Streamer;Curitiba;PR;Sul;E-sports;Adulto;Instagram;Pista;Pix;Confirmado;Feminino;28;128,74;2;257,48;0,00;257,48;107,60;1495;371;81;10;Positivo
42197;2025-10-19;2025;10;Feira Geek Local;Fortaleza;CE;Nordeste;Tecnologia;Jovem adulto;YouTube;VIP;Pix;Confirmado;Masculino;28;356,10;1;356,10;35,61;320,49;173,66;3364;693;207;10;Muito positivo
42198;2025-10-11;2025;10;CCXP;Campinas;SP;Sudeste;K-pop;Adolescente;YouTube;Camarote;Pix;Confirmado;Não informado;24;783,29;2;1566,58;0,00;1566,58;709,21;1101;180;44;8;Positivo
42199;2026-03-28;2026;3;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;E-sports;Adolescente;TikTok;Meet & Greet;Cartão Crédito;Confirmado;Masculino;32;581,04;1;581,04;0,00;581,04;396,63;684;91;27;9;Positivo
42200;2026-01-26;2026;1;Encontro Cosplay;Salvador;BA;Nordeste;Anime;Adulto;YouTube;VIP;Carteira Digital;Check-in realizado;Masculino;48;414,33;1;414,33;0,00;414,33;248,30;1246;298;122;6;Positivo
42201;2026-03-16;2026;3;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;Cosplay;Jovem adulto;Instagram;Camarote;Cartão Crédito;Confirmado;Feminino;17;583,29;2;1166,57;0,00;1166,57;687,21;1174;274;66;8;Muito positivo
42202;2025-02-20;2025;2;Maratona Streamer;Brasília;DF;Centro-Oeste;Quadrinhos;Jovem adulto;TikTok;VIP;Cartão Crédito;Check-in realizado;Feminino;40;391,34;4;1565,36;234,80;1330,56;914,32;3389;897;442;10;Muito positivo
42203;2025-05-28;2025;5;Torneio E-sports;Porto Alegre;RS;Sul;K-pop;Adolescente;Twitch;Meet & Greet;Cartão Crédito;Confirmado;Masculino;16;734,02;1;734,02;73,40;660,62;525,68;989;55;71;7;Neutro
42204;2026-01-15;2026;1;CCXP;São Paulo;SP;Sudeste;Cosplay;Adulto;Indicação;VIP;Pix;Confirmado;Não informado;45;574,37;2;1148,75;114,88;1033,87;629,49;56;4;3;10;Muito positivo
42205;2025-02-03;2025;2;Maratona Streamer;Goiânia;GO;Centro-Oeste;Games;Adolescente;TikTok;VIP;Boleto;Confirmado;Feminino;39;317,63;1;317,63;31,76;285,87;222,82;2831;369;140;7;Muito positivo
42206;2025-07-20;2025;7;Torneio E-sports;Belo Horizonte;MG;Sudeste;Games;Adolescente;Google;Pista;Carteira Digital;Check-in realizado;Masculino;43;128,12;2;256,25;0,00;256,25;174,45;234;42;22;1;Neutro
42207;2025-05-19;2025;5;Brasil Game Show;Salvador;BA;Nordeste;E-sports;Creator/Influencer;Instagram;Meet & Greet;Pix;Confirmado;Masculino;36;521,85;1;521,85;0,00;521,85;277,57;1809;251;117;6;Negativo
42208;2025-03-12;2025;3;Lançamento Indie;Curitiba;PR;Sul;E-sports;Adolescente;Email Marketing;Pista;Carteira Digital;Check-in realizado;Masculino;17;54,07;1;54,07;8,11;45,96;29,83;63;5;3;9;Muito positivo
42209;2025-04-18;2025;4;Feira Geek Local;Rio de Janeiro;RJ;Sudeste;Quadrinhos;Família;Instagram;Pista;Pix;Check-in realizado;Feminino;48;123,08;1;123,08;12,31;110,77;85,27;561;65;59;8;Muito positivo
42210;2025-05-06;2025;5;Feira Geek Local;Brasília;DF;Centro-Oeste;Cosplay;Adulto;YouTube;Pista;Cartão Crédito;Check-in realizado;Masculino;25;91,34;3;274,03;0,00;274,03;189,38;217;46;14;7;Positivo
42211;2025-03-13;2025;3;CCXP;Brasília;DF;Centro-Oeste;Tecnologia;Jovem adulto;TikTok;VIP;Boleto;Check-in realizado;Feminino;26;272,70;3;818,09;81,81;736,28;381,73;769;192;29;10;Muito positivo
42212;2025-10-01;2025;10;Feira Geek Local;Porto Alegre;RS;Sul;Cultura Geek;Família;TikTok;VIP;Pix;Reembolsado;Feminino;36;258,68;3;776,04;0,00;0,00;122,84;3637;599;329;1;Negativo
42213;2025-02-02;2025;2;Campus Party;Brasília;DF;Centro-Oeste;Games;Adolescente;YouTube;VIP;Cartão Crédito;Confirmado;Feminino;27;277,84;2;555,68;0,00;555,68;338,46;392;32;18;9;Muito positivo
42214;2025-09-17;2025;9;CCXP;Curitiba;PR;Sul;E-sports;Família;Twitch;Pista;Cartão Crédito;Confirmado;Não informado;47;167,12;1;167,12;0,00;167,12;102,72;649;60;39;8;Muito positivo
42215;2025-12-08;2025;12;Encontro Cosplay;Curitiba;PR;Sul;Anime;Família;Instagram;Pista;Cartão Débito;Check-in realizado;Feminino;23;106,76;5;533,82;80,07;453,75;214,17;515;42;34;10;Muito positivo
42216;2026-02-18;2026;2;Campus Party;Recife;PE;Nordeste;Cultura Geek;Família;TikTok;VIP;Boleto;Check-in realizado;Feminino;51;177,55;1;177,55;0,00;177,55;75,85;2082;555;82;7;Muito positivo
42217;2026-04-06;2026;4;Torneio E-sports;Indaiatuba;SP;Sudeste;Cultura Geek;Adolescente;YouTube;VIP;Cartão Crédito;Check-in realizado;Não informado;54;232,59;2;465,19;23,26;441,93;328,80;211;38;19;10;Positivo
42218;2025-07-18;2025;7;CCXP;Porto Alegre;RS;Sul;Anime;Adolescente;Twitch;VIP;Carteira Digital;Check-in realizado;Feminino;18;369,60;2;739,21;0,00;739,21;261,27;737;83;32;7;Positivo
42219;2025-05-06;2025;5;Festival K-pop;Rio de Janeiro;RJ;Sudeste;Anime;Jovem adulto;TikTok;Pista;Carteira Digital;Confirmado;Feminino;47;75,12;3;225,37;0,00;225,37;119,76;2675;695;139;7;Muito positivo
42220;2025-08-02;2025;8;Anime Friends;Belo Horizonte;MG;Sudeste;Cultura Geek;Adulto;Twitch;Pista;Pix;Cancelado;Masculino;27;78,44;1;78,44;0,00;0,00;8,62;873;162;76;4;Negativo
42221;2025-09-21;2025;9;Feira Geek Local;Salvador;BA;Nordeste;Cosplay;Adulto;Twitch;Camarote;Pix;Check-in realizado;Feminino;41;256,62;1;256,62;0,00;256,62;102,63;983;215;99;8;Positivo
42222;2026-03-18;2026;3;Campus Party;Campinas;SP;Sudeste;Cosplay;Jovem adulto;Instagram;VIP;Cartão Crédito;Confirmado;Masculino;38;321,42;4;1285,70;0,00;1285,70;671,57;1683;282;118;10;Muito positivo
42223;2026-04-05;2026;4;Torneio E-sports;Porto Alegre;RS;Sul;Cosplay;Adulto;Instagram;Meet & Greet;Cartão Crédito;Reembolsado;Feminino;53;478,23;1;478,23;0,00;0,00;125,45;148;32;16;1;Neutro
42224;2025-04-29;2025;4;Feira Geek Local;Fortaleza;CE;Nordeste;Games;Adolescente;YouTube;Online;Cartão Crédito;Confirmado;Masculino;44;62,33;1;62,33;0,00;62,33;42,40;861;197;71;7;Neutro
42225;2025-04-15;2025;4;CCXP;Recife;PE;Nordeste;Games;Adulto;Instagram;Camarote;Cartão Crédito;Confirmado;Masculino;41;979,20;3;2937,59;0,00;2937,59;1621,91;818;125;30;10;Positivo
